student,currProb,course,session,priorTutorAction,reward,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime,cumul_F1Score,CurrPro_avgProbTimeDeviationPS,cumul_BlankRatio,BDActionCount,UseWindowInfo,cumul_difficultProblemCountSolved
00f5-F14,3.-1.3.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,1,1,0,0,1
00f5-F14,3.-1.3.1,226-001-BARNES-F14,5,PS,-70.39431157,0,0,0,0,0,0,0,1
00f5-F14,4.1.1.0,226-001-BARNES-F14,5,WE,0.0,1,1,0,0,1,0,0,0
00f5-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0.0,1,0,0,1,1,0,0,0
00f5-F14,4.1.3.0,226-001-BARNES-F14,5,PS,141.3186813,0,1,1,1,1,0,0,1
00f5-F14,5.1.2.0,226-001-BARNES-F14,5,WE,0.0,1,0,0,0,1,0,0,0
00f5-F14,5.1.3.0,226-001-BARNES-F14,5,PS,0.0,0,1,0,1,1,0,0,0
00f5-F14,5.-1.4.0,226-001-BARNES-F14,5,PS,0.0,0,1,1,0,1,0,0,0
00f5-F14,5.-1.3.0,226-001-BARNES-F14,5,PS,0.0,0,0,1,0,0,0,0,0
00f5-F14,5.-1.1.0,226-001-BARNES-F14,5,PS,0.0,1,0,0,0,0,0,0,0
00f5-F14,5.-1.1.1,226-001-BARNES-F14,5,PS,-187.5,0,0,0,0,0,0,0,0
00f5-F14,6.1.1.0,226-001-BARNES-F14,5,WE,0.0,1,0,0,0,1,0,0,0
00f5-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0.0,0,0,0,0,1,0,0,0
00f5-F14,6.1.3.0,226-001-BARNES-F14,5,PS,0.0,0,1,1,1,0,0,0,0
00f5-F14,6.-1.3.1,226-001-BARNES-F14,5,PS,0.0,0,0,1,0,1,0,0,0
00f5-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,19.39189189,0,0,1,0,0,0,0,1
00ff-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
00ff-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,0,1,0,0,0
00ff-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,0,1,1,1,0,0
00ff-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,0,1,0,0,1,0,0,0
00ff-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
00ff-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,1,1,0,0,0
00ff-F14,2.1.3.0,226-001-BARNES-F14,1,PS,0.0,0,1,0,0,0,0,0,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,1,1,0,0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,1,0,0,0
00ff-F14,2.-1.4.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,0,0,0,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,0,0,0,0
00ff-F14,2.-1.3.1,226-001-BARNES-F14,1,PS,0.0,0,0,0,0,0,0,0,0
00ff-F14,2.-1.3.0,226-001-BARNES-F14,1,PS,-101.97368420000001,0,0,0,0,1,1,0,0
0104-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,1,0
0104-F14,1.0.2.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,0,0,0,0,0
0104-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0.0,1,1,1,1,1,0,0,0
0104-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.76315789,0,1,1,0,1,0,0,0
0104-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,0,0,1
0104-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,1,0,0,1
0104-F14,2.1.3.0,226-001-BARNES-F14,2,PS,85.49425033,0,1,1,0,1,0,0,1
0104-F14,3.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,1,1,0,0,0
0104-F14,3.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,1,1,0,0,1
0104-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-15.10973321,0,1,1,0,0,0,1,1
0104-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,0,1,0,0,0
0104-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,0,1,1,0,0,0
0104-F14,4.1.3.0,226-001-BARNES-F14,3,PS,-65.29993065,0,1,0,1,0,1,1,1
0104-F14,5.1.1.0,226-001-BARNES-F14,4,PS,0.0,0,0,1,0,0,1,0,1
0104-F14,5.1.2.0,226-001-BARNES-F14,4,WE,0.0,1,0,1,0,0,0,0,1
0104-F14,5.1.3.0,226-001-BARNES-F14,4,PS,112.67857140000001,0,1,1,1,0,0,0,1
0104-F14,6.1.1.0,226-001-BARNES-F14,4,WE,0.0,1,0,0,0,1,0,0,0
0104-F14,6.1.2.0,226-001-BARNES-F14,4,WE,0.0,0,0,0,0,1,0,0,0
0104-F14,6.1.3.0,226-001-BARNES-F14,4,PS,-55.32710279999999,0,1,0,1,0,0,0,1
0105-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,1,0,0,0
0105-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,1,0,0,0
0105-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,1,1,0,0,0
0105-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-69.07894737,0,1,1,0,1,0,0,0
0105-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
0105-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,1,1,0,0,0
0105-F14,2.1.3.0,226-001-BARNES-F14,1,PS,98.15457762,0,1,0,0,1,0,0,1
0105-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,0,1
0105-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,1,1,0,0,1
0105-F14,3.1.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,0,0,1,0,0,1
0105-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,1,1,0,0,1
0105-F14,3.-1.4.0,226-001-BARNES-F14,2,PS,-39.6250808,0,0,1,0,1,0,0,1
0105-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,0,0,0,0,1
0105-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,1,0,0,1
0105-F14,4.1.3.0,226-001-BARNES-F14,2,PS,21.08516484,0,1,1,1,0,0,0,1
0105-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0.0,0,0,1,0,0,0,0,1
0105-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,1,0,1,0,0,1
0105-F14,5.1.3.0,226-001-BARNES-F14,3,PS,70.13414217,0,1,1,1,1,0,0,1
0105-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,0,1,0,0,0,0,1
0105-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,1
0105-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-8.894155525,0,1,1,1,0,0,0,1
0107-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,1,0
0107-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,0,1,0,0,0
0107-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,0,1,1,0,0,0
0107-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.76315789,0,1,0,0,1,0,0,0
0107-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,0,1,0,0,0,1
0107-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,1,0,0,0,1
0107-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-6.102388324,0,1,0,0,0,0,0,1
0107-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,1,0,0
0107-F14,3.-1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,1,1,0,0,0,0
0107-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0.0,0,0,0,1,0,1,0,0
0107-F14,3.-1.3.1,226-001-BARNES-F14,2,PS,0.0,0,0,0,0,0,0,0,0
0107-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,-76.13445378,0,0,0,0,0,0,0,0
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,1,0,0,0,0,0,0
0107-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,0,1,0,0,0,0
0107-F14,4.1.3.0,226-001-BARNES-F14,3,PS,0.0,0,1,0,1,0,0,0,0
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,1,0,0,0,0,0,0
0107-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,0.0,0,0,0,0,0,0,0,0
0107-F14,4.-1.1.0,226-001-BARNES-F14,3,PS,0.0,0,0,0,0,0,1,0,0
0107-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0.0,0,0,0,0,1,0,0,0
0107-F14,5.1.2.0,226-001-BARNES-F14,4,PS,0.0,1,0,0,0,0,0,0,1
0107-F14,5.1.3.0,226-001-BARNES-F14,4,PS,90.71770335,0,1,0,1,0,0,0,1
0107-F14,6.-1.1.0,226-001-BARNES-F14,4,WE,0.0,0,0,0,0,0,0,0,0
0107-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0.0,0,0,0,0,0,0,0,0
0107-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0.0,0,0,0,0,0,0,0,0
0107-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-90.71770335,0,0,0,0,0,1,0,1
0109-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
0109-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,1,0,0,0,1,0,0,0
0109-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
0109-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-43.42105263,0,1,0,0,0,0,0,0
0109-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,0,0,1
0109-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,0,0,0,1
0109-F14,2.1.3.0,226-001-BARNES-F14,2,PS,72.49668288,0,1,1,0,0,0,0,1
0109-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,0,0,1
0109-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,1,0,0,1
0109-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-28.88145549,0,1,1,0,0,0,0,1
0109-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,0,0,0,0,1
0109-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,1,0,0,1
0109-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-10.19417476,0,1,1,1,0,0,0,1
0109-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,1,0,0,0
0109-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,0,1,0,0,0
0109-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-14.59330144,0,1,0,1,1,0,0,1
0109-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,0,1,0,0,0
0109-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,1,0,0,0
0109-F14,6.1.3.0,226-001-BARNES-F14,2,PS,96.36900237,0,1,0,1,1,0,0,1
010d-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,0,0
010d-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,1,0,0,0
010d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,0,1,0,0,0,0
010d-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0.0,1,1,0,1,0,0,0,0
010d-F14,1.0.4.0,226-001-BARNES-F14,3,PS,40.78947368,0,1,0,0,0,0,0,0
010d-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,1,1,0,0,0
010d-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,0,1,1,0,0,0
010d-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-48.68863335,0,1,0,0,1,0,0,1
010d-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0.0,1,1,0,1,1,0,0,0
010d-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,0,1,1,0,0,0
010d-F14,3.1.3.0,226-001-BARNES-F14,3,PS,0.32634413,0,1,1,0,1,0,0,1
010d-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,1,1,0,0,0,0,1
010d-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,1,1,1,0,0,1
010d-F14,4.1.3.0,226-001-BARNES-F14,3,PS,107.5728155,0,1,1,1,1,0,0,1
010d-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0.0,0,0,0,0,1,0,0,0
010d-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0.0,1,0,0,0,1,0,0,0
010d-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-109.28229669999999,0,1,1,1,1,0,0,1
010d-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0.0,1,0,1,0,0,0,0,1
010d-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0.0,0,0,1,0,0,0,0,1
010d-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-37.6335912,0,1,1,1,0,0,0,1
010e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
010e-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,0,1,0,0,0
010e-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0.0,1,1,0,1,0,0,0,0
010e-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,0,1,0,0,0,0,0,0
010e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,0,0,1
010e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,0,0,0,1
010e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-28.36023883,0,1,1,0,0,0,0,1
010e-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0.0,1,1,1,1,0,0,0,1
010e-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,1,1,0,0,0,1
010e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,50.85257404,0,1,1,0,0,1,0,1
010e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,1,0,0,1,0,0,0
010e-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,1,1,0,0,0
010e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,36.06969487,0,1,1,1,1,0,0,1
010e-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,1,0,0,0
010e-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0.0,1,0,1,0,1,0,0,1
010e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,39.46428571,0,1,1,1,0,0,0,1
010e-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0.0,1,0,0,0,1,0,0,0
010e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0.0,0,0,0,0,1,0,0,0
010e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,0.0,0,1,1,1,1,0,0,1
0110-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,1,0,1,0
0110-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,1,0,1,0,1,0,0,0
0110-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,1,1,0,0,0
0110-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,0,1,1,0,1,0,0,0
0110-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,0,1
0110-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,1,0,0,0,1
0110-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.75740823,0,1,1,0,0,0,0,1
0110-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,0,1
0110-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,1,1,0,0,1
0110-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.75434446,0,1,1,0,0,0,0,1
0110-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,0,0,0,0,1
0110-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,1,1,0,0,1
0110-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-114.7711512,0,1,1,1,0,1,1,1
0110-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0.0,0,0,1,0,0,0,0,1
0110-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,0,1,0,0,1
0110-F14,5.1.3.0,226-001-BARNES-F14,1,PS,72.41968558,0,1,1,1,0,0,0,1
0110-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,0,1,0,0,0
0110-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,0,0,0,0,1,0,0,0
0110-F14,6.1.3.0,226-001-BARNES-F14,1,PS,23.64172964,0,1,1,1,1,0,0,1
0116-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,1,1,1,1,0,0,0,0
0116-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,1,0,0,0,0,0
0116-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,1,1,1,1,1,0,0,0
0116-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.973684211,0,1,1,0,0,0,0,0
0116-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0.0,1,1,0,1,1,0,0,0
0116-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0.0,1,0,0,1,1,0,0,0
0116-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-25.83923043,0,1,1,0,1,0,0,1
